Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	48	-4.7378786
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	50	-4.7806849
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	52	-4.3174226
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	54	-4.4220822
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	56	-4.1583173
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	58	-3.0103603
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	60	-1.7570106
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	62	-2.6648347
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	64	-3.6622153
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	66	-4.1025496
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	68	-4.3284655
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	70	-3.3838554
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	72	-3.7414031
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	74	-3.1828645
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	76	-2.9822748
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	78	-3.1146465
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	80	-2.4165529
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	82	-0.9439520
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	84	-0.3584041
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	86	-1.5569469
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	88	-3.3494896
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	90	-3.9822371
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	92	-4.4167144
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	94	-4.3202628
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	96	-3.7993393
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	98	-3.9326212
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	100	-3.4000040
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	102	-1.9926714
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	104	-1.6887363
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	106	-1.5063607
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	108	-1.0451070
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	110	-2.1046599
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	112	-3.2256304
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	114	-3.3339380
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	116	-2.7461067
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	118	-0.4360347
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	120	0.3971747
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	122	0.7249974
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	124	1.4952147
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	126	2.6216606
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	128	2.7763953
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	130	0.4315698
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	132	-1.0171942
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	134	-2.7530472
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	136	-3.1545501
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	138	-2.8288076
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	140	-2.1789431
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	142	-2.4948789
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	144	-2.1145980
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	146	-1.9071618
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	148	-1.9756847
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	150	-1.2806253
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	152	-1.2253222
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	154	-1.5406745
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	156	-2.0455232
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	158	-2.6400245
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	160	-3.1492060
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	162	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	164	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	166	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	168	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	170	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	172	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	174	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	176	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	178	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	180	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	182	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	184	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	186	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	188	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	190	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	192	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	194	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	196	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	198	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	200	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	202	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	204	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	206	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	208	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	210	
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	0	
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	2	
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	4	
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	6	-1.1652805
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	8	-0.8647456
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	10	-0.4614107
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	12	-0.4961148
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	14	-1.3593938
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	16	-2.4377442
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	18	-3.3260991
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	20	-3.6870214
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	22	-4.0684216
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	24	-4.3661027
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	26	-4.1932820
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	28	-3.4674729
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	30	-3.1031428
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	32	-2.6706221
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	34	-2.6300189
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	36	-2.5256008
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	38	-2.5521874
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	40	-3.0982819
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	42	-3.3155210
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	44	-3.1380054
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	46	-3.0587267
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	48	-3.4958209
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	50	-2.9626864
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	52	-2.6611372
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	54	-2.4535121
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	56	-2.5226741
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	58	-2.1906991
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	60	-2.1210274
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	62	-2.1184168
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	64	-2.1093353
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	66	-2.5131464
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	68	-2.9528673
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	70	-3.2424405
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	72	-3.3457869
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	74	-3.1487092
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	76	-2.9763998
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	78	-2.8835992
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	80	-1.7820648
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	82	-1.0361383
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	84	0.0989037
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	86	-0.3330230
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	88	-1.1815354
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	90	-1.0639523
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	92	-1.3102038
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	94	-1.3185043
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	96	-0.5888947
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	98	0.1693425
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	100	0.1319766
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	102	0.0650961
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	104	0.0332721
MD97-2121	MD97-2121	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	A	-40.3800	177.9900	16.7010464	106	-0.3392527
